"","workclass","education","marital_status","occupation","race","sex","native_region","income","age","hours_per_week","investment_status"
"3643","not_working","some_hs","married","labor","White","Male","north_america","<=50K",61,40,"no_investment"
"3644","self_emp","associates","married","labor","White","Male","north_america","<=50K",31,40,"no_investment"
"3645","not_working","some_hs","married","labor","White","Male","north_america","<=50K",25,45,"no_investment"
"3646","not_working","hs_grad","never_married","services","White","Female","north_america","<=50K",33,40,"investor"
"3647","not_working","hs_grad","married","office","White","Female","north_america","<=50K",39,36,"no_investment"
"3648","not_working","bachelors","married","labor","Asian-Pac-Islander","Female","asia_and_pacific","<=50K",53,40,"no_investment"
"3649","government_emp","bachelors","never_married","office","White","Female","north_america","<=50K",26,40,"no_investment"
"3650","not_working","hs_grad","never_married","services","White","Male","north_america","<=50K",21,32,"no_investment"
"3651","not_working","hs_grad","never_married","office","Black","Male","north_america","<=50K",18,40,"no_investment"
"3652","not_working","bachelors","married","office","White","Male","north_america",">50K",34,60,"investor"
"3653","self_emp","graduate_deg","married","office","Black","Male","north_america",">50K",44,40,"investor"
"3654","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",31,50,"no_investment"
"3655","not_working","hs_grad","married","labor","White","Male","north_america",">50K",44,40,"no_investment"
"3656","not_working","graduate_deg","married","office","White","Male","north_america",">50K",42,60,"investor"
"3657","not_working","hs_grad","married","labor","White","Male","south_america","<=50K",43,44,"no_investment"
"3658","not_working","bachelors","married","services","Asian-Pac-Islander","Male","north_america",">50K",33,38,"investor"
"3659","not_working","hs_grad","never_married","office","Black","Female","north_america","<=50K",21,30,"no_investment"
"3660","not_working","hs_grad","married","services","White","Male","north_america",">50K",30,40,"no_investment"
"3661","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",55,60,"no_investment"
"3662","not_working","hs_grad","never_married","office","White","Female","north_america","<=50K",57,40,"no_investment"
"3663","not_working","hs_grad","never_married","labor","White","Male","north_america","<=50K",37,50,"no_investment"
"3664","not_working","hs_grad","married","labor","White","Male","north_america",">50K",32,40,"no_investment"
"3665","self_emp","bachelors","married","office","White","Male","north_america",">50K",62,60,"no_investment"
"3666","self_emp","bachelors","never_married","office","Black","Male","north_america",">50K",31,40,"no_investment"
"3667","not_working","bachelors","married","office","White","Male","europe",">50K",51,50,"no_investment"
"3668","not_working","graduate_deg","not_married","office","White","Female","north_america","<=50K",37,45,"investor"
"3669","not_working","no_hs","married","labor","White","Male","south_america","<=50K",45,38,"no_investment"
"3670","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",47,40,"no_investment"
"3672","self_emp","some_hs","married","office","White","Male","north_america","<=50K",75,30,"no_investment"
"3673","not_working","graduate_deg","married","office","Other","Male","north_america","<=50K",43,50,"no_investment"
"3674","not_working","associates","married","labor","White","Male","europe",">50K",39,60,"investor"
"3675","not_working","bachelors","married","office","White","Male","north_america",">50K",30,40,"no_investment"
"3676","not_working","no_hs","never_married","services","White","Male","south_america","<=50K",27,40,"no_investment"
"3677","not_working","hs_grad","married","labor","Amer-Indian-Eskimo","Male","north_america","<=50K",44,40,"no_investment"
"3678","government_emp","graduate_deg","not_married","office","White","Female","north_america",">50K",53,35,"no_investment"
"3679","not_working","bachelors","married","office","White","Male","north_america","<=50K",40,40,"no_investment"
"3680","not_working","some_hs","never_married","office","White","Female","north_america","<=50K",18,20,"no_investment"
"3681","not_working","bachelors","married","defense","Black","Male","europe","<=50K",33,40,"no_investment"
"3682","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",20,40,"no_investment"
"3683","not_working","hs_grad","married","office","Black","Male","north_america","<=50K",38,50,"no_investment"
"3684","not_working","hs_grad","not_married","office","White","Female","north_america","<=50K",48,35,"no_investment"
"3685","self_emp","hs_grad","married","office","White","Male","north_america","<=50K",46,40,"no_investment"
"3686","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",51,40,"no_investment"
"3687","self_emp","hs_grad","never_married","services","White","Female","north_america","<=50K",35,30,"no_investment"
"3688","not_working","no_hs","never_married","services","White","Male","south_america","<=50K",24,40,"no_investment"
"3689","not_working","hs_grad","not_married","services","White","Male","north_america","<=50K",30,50,"no_investment"
"3690","not_working","hs_grad","married","office","White","Male","north_america","<=50K",70,30,"no_investment"
"3691","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",26,44,"no_investment"
"3692","not_working","hs_grad","married","labor","White","Male","north_america","<=50K",34,40,"investor"
"3693","not_working","hs_grad","married","labor","White","Male","north_america",">50K",46,40,"no_investment"
"3694","not_working","hs_grad","married","office","White","Female","north_america","<=50K",70,5,"no_investment"
"3695","government_emp","hs_grad","married","services","White","Male","north_america","<=50K",37,40,"no_investment"
"3696","self_emp","hs_grad","not_married","office","White","Female","north_america","<=50K",36,35,"no_investment"
"3697","not_working","some_hs","never_married","labor","White","Female","south_america","<=50K",23,40,"no_investment"
"3698","not_working","hs_grad","married","office","White","Male","north_america","<=50K",28,40,"investor"
"3699","self_emp","hs_grad","married","office","White","Male","north_america",">50K",44,50,"no_investment"
"3700","not_working","hs_grad","not_married","labor","White","Male","north_america","<=50K",58,30,"investor"
"3701","not_working","hs_grad","married","office","White","Male","north_america",">50K",53,60,"no_investment"
"3702","not_working","hs_grad","married","services","White","Male","north_america","<=50K",23,40,"no_investment"
"3703","not_working","hs_grad","never_married","labor","Black","Male","north_america","<=50K",26,40,"no_investment"
"3705","government_emp","graduate_deg","not_married","office","White","Female","north_america","<=50K",34,50,"no_investment"
"3706","not_working","some_hs","married","labor","White","Male","north_america","<=50K",43,40,"no_investment"
"3707","not_working","hs_grad","never_married","services","Black","Male","north_america","<=50K",22,20,"no_investment"
"3708","not_working","hs_grad","married","labor","Amer-Indian-Eskimo","Male","north_america",">50K",41,50,"investor"
"3709","not_working","hs_grad","married","office","Asian-Pac-Islander","Male","asia_and_pacific","<=50K",36,40,"no_investment"
"3710","government_emp","bachelors","married","office","White","Female","north_america","<=50K",41,20,"investor"
"3711","not_working","hs_grad","never_married","office","White","Male","north_america","<=50K",27,40,"investor"
"3712","self_emp","hs_grad","married","labor","White","Male","north_america","<=50K",42,60,"no_investment"
"3713","not_working","associates","never_married","office","White","Female","north_america","<=50K",27,35,"no_investment"
"3714","not_working","hs_grad","not_married","defense","White","Male","north_america","<=50K",41,40,"no_investment"
"3715","not_working","bachelors","married","office","Asian-Pac-Islander","Female","asia_and_pacific",">50K",32,40,"no_investment"
"3716","not_working","hs_grad","never_married","office","Asian-Pac-Islander","Male","north_america","<=50K",21,20,"no_investment"
"3717","not_working","bachelors","married","office","Black","Male","north_america",">50K",44,50,"no_investment"
"3718","not_working","bachelors","never_married","office","White","Male","north_america","<=50K",29,40,"no_investment"
"3719","self_emp","hs_grad","never_married","services","White","Female","north_america","<=50K",19,22,"no_investment"
"3720","government_emp","hs_grad","never_married","office","White","Male","south_america","<=50K",21,40,"no_investment"
